delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,delay_hours,cluster
2522.0,delhivery,furniture,van,same day,west,hot,111.7,36.82,4.0,8.0,no,delivered,4,768.96,-4.0,1
2523.0,blue dart,clothing,truck,express,west,cold,71.9,3.64,2.0,3.0,no,delivered,5,420.42,-0.9999999999999999,1
2524.0,dhl,furniture,truck,standard,north,hot,29.9,30.38,2.0,24.0,no,delivered,4,240.64,-22.0,3
2525.0,delhivery,automobile parts,van,standard,south,cold,250.8,34.01,7.0,24.0,no,delivered,4,1356.03,-17.0,2
2526.0,ekart,documents,van,standard,central,stormy,218.3,24.9,13.0,24.0,no,delivered,4,1166.2,-11.0,2
2527.0,fedex,groceries,van,standard,north,cold,40.3,44.62,1.0,24.0,no,delivered,4,335.36,-23.0,3
2528.0,ecom express,documents,van,standard,central,clear,161.8,41.7,4.0,24.0,no,delivered,5,934.1,-20.0,3
2529.0,delhivery,documents,bike,two day,north,hot,187.9,45.13,3.0,16.0,no,delivered,4,1074.89,-13.0,2
2530.0,shadowfax,pharmacy,van,standard,east,rainy,259.6,40.34,11.0,24.0,no,delivered,4,1419.02,-13.0,2
2531.0,ecom express,groceries,ev bike,express,south,cold,43.1,34.01,2.0,2.0,no,delivered,4,367.53,0.0,1
2532.0,amazon logistics,pharmacy,ev van,express,north,hot,34.8,48.16,2.0,2.0,yes,delayed,2,368.48,0.0,1
2533.0,ecom express,electronics,ev bike,same day,south,rainy,78.0,16.34,4.0,8.0,no,delivered,3,539.02,-4.0,1
2534.0,blue dart,pharmacy,ev van,express,central,rainy,72.4,48.74,4.0,3.0,yes,delayed,2,558.22,1.0000000000000002,1
2535.0,amazon logistics,electronics,ev bike,two day,south,clear,45.0,13.64,1.0,16.0,no,delivered,3,265.92,-15.000000000000002,3
2536.0,ecom express,groceries,truck,two day,central,hot,263.3,9.83,9.0,16.0,no,delivered,5,1345.99,-7.000000000000002,2
2537.0,ekart,fragile items,ev bike,same day,west,rainy,297.1,43.66,10.0,8.0,yes,delayed,3,1632.7206,1.9999999999999998,0
2538.0,fedex,groceries,ev van,two day,central,stormy,196.9,43.11,9.0,16.0,no,delivered,4,1113.83,-7.000000000000002,2
2539.0,fedex,cosmetics,scooter,express,east,clear,227.4,12.46,6.0,6.0,no,delivered,5,1224.38,0.0,2
2540.0,fedex,groceries,bike,express,east,stormy,157.8,18.47,11.0,5.0,yes,delayed,3,894.41,5.999999999999999,0
2541.0,ekart,automobile parts,scooter,same day,north,rainy,187.8,7.26,6.0,8.0,no,delivered,5,1060.78,-2.0000000000000004,2
2542.0,ecom express,automobile parts,truck,standard,south,rainy,255.3,9.89,11.0,24.0,no,delivered,5,1306.17,-13.0,2
2543.0,ecom express,automobile parts,ev bike,standard,east,foggy,265.9,18.18,13.0,24.0,no,delivered,4,1384.04,-11.0,2
2544.0,dhl,groceries,van,two day,south,clear,98.5,8.2,3.0,16.0,no,delivered,4,517.1,-13.0,3
2545.0,amazon logistics,documents,ev van,standard,north,foggy,239.4,7.37,8.0,24.0,no,delivered,4,1219.11,-15.999999999999998,2
2546.0,dhl,pharmacy,scooter,standard,east,hot,5.8,16.87,0.0,24.0,no,delivered,4,95.6674,-24.0,3
2547.0,amazon logistics,fragile items,van,standard,central,foggy,37.4,40.09,4.0,24.0,no,delivered,5,307.27,-20.0,3
2548.0,shadowfax,furniture,ev van,same day,central,rainy,88.7,43.82,5.0,8.0,no,delivered,5,674.96,-3.0000000000000004,1
2549.0,fedex,cosmetics,scooter,express,south,foggy,148.5,14.11,8.0,4.0,yes,delayed,2,834.83,4.0,0
2550.0,blue dart,fragile items,ev bike,standard,north,rainy,70.5,46.28,7.0,24.0,no,delivered,5,491.34,-17.0,3
2551.0,shadowfax,cosmetics,bike,two day,north,cold,261.3,0.67,7.0,16.0,no,delivered,4,1308.0,-9.000000000000002,2
2552.0,ekart,groceries,ev van,two day,west,clear,163.0,15.1,5.0,16.0,no,delivered,4,860.3,-11.000000000000002,2
2553.0,blue dart,documents,scooter,two day,west,foggy,124.6,29.38,6.0,16.0,no,delivered,5,711.14,-10.0,3
2554.0,blue dart,groceries,truck,express,central,hot,238.4,44.79,7.0,6.0,yes,delayed,2,1376.37,0.9999999999999999,0
2555.0,ecom express,pharmacy,ev bike,standard,east,foggy,212.0,44.41,8.0,24.0,no,delivered,5,1193.23,-15.999999999999998,2
2556.0,delhivery,fragile items,van,two day,south,cold,226.4,38.86,6.0,16.0,no,delivered,5,1248.58,-10.0,2
2557.0,amazon logistics,documents,truck,same day,north,cold,97.8,21.29,3.0,8.0,no,delivered,5,652.87,-5.0,1
2558.0,amazon logistics,clothing,ev bike,two day,east,foggy,94.8,44.68,6.0,16.0,no,delivered,5,608.04,-10.0,3
2559.0,delhivery,documents,ev van,standard,south,hot,90.7,1.32,3.0,24.0,no,delivered,5,457.46,-21.0,3
2560.0,shadowfax,pharmacy,bike,two day,west,foggy,237.4,2.22,8.0,16.0,no,delivered,5,1193.66,-8.0,2
2561.0,shadowfax,documents,van,express,west,cold,115.2,34.44,4.0,4.0,yes,delayed,2,729.32,0.0,1
2562.0,dhl,groceries,ev van,two day,east,stormy,37.7,9.76,6.0,16.0,no,delivered,3,217.78,-10.0,3
2563.0,xpressbees,documents,truck,standard,west,stormy,151.0,49.52,11.0,24.0,no,delivered,5,904.31,-13.0,2
2564.0,dhl,automobile parts,bike,same day,east,foggy,64.0,26.57,5.0,8.0,no,delivered,4,499.71,-3.0000000000000004,1
2565.0,dhl,furniture,bike,express,west,foggy,173.5,7.33,6.0,5.0,yes,delayed,2,939.49,0.9999999999999999,0
2566.0,dhl,cosmetics,ev bike,two day,west,rainy,158.0,47.72,7.0,16.0,no,delivered,4,933.16,-9.000000000000002,2
2567.0,amazon logistics,furniture,van,standard,north,rainy,82.2,15.61,6.0,24.0,no,delivered,3,457.83,-18.0,3
2568.0,shadowfax,electronics,ev bike,standard,north,cold,277.8,14.2,11.0,24.0,no,delivered,5,1431.6,-13.0,2
2569.0,dhl,documents,ev van,same day,east,foggy,132.7,6.77,5.0,8.0,no,delivered,3,783.81,-3.0000000000000004,1
2570.0,ecom express,fragile items,bike,two day,west,cold,160.1,44.92,6.0,16.0,no,delivered,5,935.26,-10.0,2
2571.0,amazon logistics,furniture,van,two day,east,clear,214.5,38.24,6.0,16.0,no,delivered,5,1187.22,-10.0,2
2572.0,ecom express,cosmetics,bike,standard,central,stormy,191.7,39.6,11.0,24.0,no,delivered,5,1077.3,-13.0,2
2573.0,xpressbees,cosmetics,ev van,standard,central,hot,12.9,20.41,1.0,24.0,no,delivered,5,125.73,-23.0,3
2574.0,dhl,pharmacy,van,express,north,clear,148.4,31.41,6.0,4.0,yes,delayed,3,886.23,1.9999999999999998,1
2575.0,xpressbees,pharmacy,ev van,standard,west,clear,270.8,34.76,10.0,24.0,no,delivered,4,1458.28,-14.0,2
2576.0,ekart,documents,scooter,express,north,foggy,266.8,49.27,10.0,7.0,yes,delayed,2,1531.81,3.0000000000000004,0
2577.0,ekart,documents,bike,express,west,rainy,39.6,27.85,3.0,2.0,yes,delayed,3,331.55,0.9999999999999999,1
2578.0,fedex,clothing,ev van,two day,north,rainy,90.0,13.71,5.0,16.0,no,delivered,4,491.13,-11.000000000000002,3
2579.0,ecom express,documents,truck,standard,north,stormy,83.2,6.16,7.0,24.0,no,delivered,5,434.48,-17.0,3
2580.0,shadowfax,pharmacy,scooter,express,west,stormy,274.9,12.28,14.0,7.0,yes,delayed,2,1461.34,7.0,0
2581.0,dhl,automobile parts,ev bike,express,south,cold,290.5,1.47,12.0,7.0,yes,failed,1,1506.91,5.0,0
2582.0,fedex,groceries,van,same day,south,foggy,132.2,7.36,5.0,8.0,no,delivered,4,783.08,-3.0000000000000004,1
2583.0,ekart,pharmacy,bike,express,east,hot,209.0,25.67,8.0,6.0,yes,failed,2,1172.01,2.0000000000000004,0
2584.0,shadowfax,fragile items,scooter,same day,east,foggy,50.9,0.67,4.0,8.0,no,delivered,5,355.88,-4.0,1
2585.0,dhl,cosmetics,ev bike,two day,west,hot,198.3,4.98,5.0,16.0,no,delivered,5,1006.44,-11.000000000000002,2
2586.0,fedex,documents,bike,same day,west,cold,15.3,2.69,1.0,8.0,no,delivered,4,184.57,-7.000000000000001,1
2587.0,dhl,documents,van,same day,central,foggy,24.4,26.45,5.0,8.0,no,delivered,4,301.35,-3.0000000000000004,1
2588.0,ekart,pharmacy,scooter,standard,east,cold,118.7,1.42,3.0,24.0,no,delivered,5,597.76,-21.0,3
2589.0,ecom express,documents,ev bike,two day,central,stormy,257.2,25.49,11.0,16.0,no,delivered,5,1362.47,-5.000000000000002,2
2590.0,dhl,documents,ev van,same day,west,rainy,4.8,30.69,1.0,8.0,no,delivered,5,216.07,-7.000000000000001,1
2591.0,delhivery,pharmacy,ev bike,standard,north,cold,99.8,11.39,5.0,24.0,no,delivered,4,533.17,-18.999999999999996,3
2592.0,dhl,pharmacy,ev bike,same day,central,stormy,190.7,46.13,13.0,8.0,yes,delayed,3,1191.89,5.0,0
2593.0,fedex,documents,bike,express,east,stormy,92.7,48.95,9.0,3.0,yes,failed,1,660.35,5.999999999999999,0
2594.0,delhivery,electronics,ev van,two day,east,cold,3.6,46.23,0.0,16.0,no,delivered,3,154.19,-16.0,3
2595.0,ekart,cosmetics,bike,same day,central,stormy,159.7,45.22,7.0,8.0,no,delivered,3,1034.16,-1.0000000000000007,0
2596.0,blue dart,groceries,van,two day,central,cold,37.8,4.2,1.0,16.0,no,delivered,5,201.6,-15.000000000000002,3
2597.0,fedex,pharmacy,ev bike,two day,central,clear,95.3,16.42,3.0,16.0,no,delivered,4,525.76,-13.0,3
2598.0,xpressbees,clothing,scooter,standard,east,hot,269.9,13.08,9.0,24.0,no,delivered,4,1388.74,-15.000000000000002,2
2599.0,ecom express,documents,scooter,express,east,foggy,178.4,9.9,8.0,5.0,yes,failed,1,971.7,3.0000000000000004,0
2600.0,dhl,pharmacy,bike,standard,east,clear,219.8,29.24,9.0,24.0,no,delivered,5,1186.72,-15.000000000000002,2
2601.0,amazon logistics,clothing,van,standard,south,foggy,48.5,41.81,2.0,24.0,no,delivered,4,367.93,-22.0,3
2602.0,blue dart,documents,van,same day,south,hot,224.7,43.2,4.0,8.0,no,delivered,5,1353.1,-4.0,2
2603.0,amazon logistics,cosmetics,van,two day,south,clear,51.6,11.22,2.0,16.0,no,delivered,5,291.66,-14.000000000000002,3
2604.0,shadowfax,cosmetics,bike,express,west,foggy,263.1,18.8,14.0,7.0,yes,delayed,3,1421.9,7.0,0
2605.0,xpressbees,groceries,scooter,two day,south,hot,207.3,39.95,5.0,16.0,no,delivered,3,1156.35,-11.000000000000002,2
2606.0,xpressbees,clothing,bike,same day,west,rainy,201.5,38.66,9.0,8.0,yes,failed,2,1223.48,0.999999999999999,0
2607.0,fedex,electronics,scooter,express,south,cold,66.8,43.59,4.0,3.0,yes,delayed,2,514.77,1.0000000000000002,1
2608.0,ekart,pharmacy,truck,two day,central,cold,130.1,4.96,4.0,16.0,no,delivered,4,665.38,-12.000000000000002,3
2609.0,fedex,cosmetics,bike,express,east,stormy,12.9,5.9,2.0,2.0,yes,delayed,3,132.2,0.0,1
2610.0,amazon logistics,pharmacy,bike,standard,east,stormy,104.4,37.99,4.0,24.0,no,delivered,3,635.97,-20.0,3
2611.0,ecom express,groceries,truck,same day,central,rainy,7.8,36.33,5.0,8.0,no,delivered,3,247.99,-3.0000000000000004,1
2612.0,ecom express,electronics,truck,two day,central,cold,3.6,41.38,1.0,16.0,no,delivered,4,138.14,-15.000000000000002,3
2613.0,blue dart,documents,ev van,standard,south,foggy,55.1,47.36,5.0,24.0,no,delivered,4,417.58,-18.999999999999996,3
2614.0,shadowfax,electronics,truck,express,south,clear,203.4,48.9,6.0,6.0,yes,delayed,2,1213.7,0.0,0
2615.0,delhivery,furniture,ev van,same day,east,foggy,70.8,25.22,5.0,8.0,no,delivered,5,529.66,-3.0000000000000004,1
2616.0,xpressbees,documents,ev bike,two day,west,hot,270.2,41.19,10.0,16.0,no,delivered,3,1474.57,-6.000000000000001,0
2617.0,ecom express,electronics,truck,express,central,stormy,166.3,19.45,13.0,5.0,yes,delayed,2,939.85,8.0,0
2618.0,delhivery,pharmacy,van,express,south,stormy,135.2,42.68,9.0,4.0,yes,delayed,3,854.04,4.999999999999999,0
2619.0,shadowfax,groceries,bike,same day,east,hot,127.6,36.64,5.0,8.0,no,delivered,5,847.92,-3.0000000000000004,1
2620.0,ecom express,automobile parts,ev bike,two day,north,rainy,135.2,27.58,8.0,16.0,no,delivered,4,758.74,-8.0,2
2621.0,amazon logistics,groceries,ev van,standard,west,rainy,63.8,17.82,6.0,24.0,no,delivered,4,372.46,-18.0,3
2622.0,dhl,electronics,van,standard,east,cold,126.1,42.02,4.0,24.0,no,delivered,4,756.56,-20.0,3
2623.0,delhivery,cosmetics,van,two day,west,foggy,5.1,37.63,1.0,16.0,no,delivered,4,138.39,-15.000000000000002,3
2624.0,ecom express,cosmetics,bike,same day,south,hot,125.2,29.99,3.0,8.0,no,delivered,4,815.97,-5.0,1
2625.0,ecom express,automobile parts,truck,two day,east,stormy,115.2,28.91,10.0,16.0,no,delivered,3,662.73,-6.000000000000001,2
2626.0,shadowfax,cosmetics,scooter,standard,north,stormy,13.8,8.14,5.0,24.0,no,delivered,3,95.6674,-18.999999999999996,3
2627.0,ecom express,groceries,bike,standard,south,stormy,182.9,27.45,7.0,24.0,no,delivered,5,996.85,-17.0,2
2628.0,delhivery,cosmetics,bike,same day,south,cold,236.0,9.14,9.0,8.0,yes,failed,1,1307.42,0.999999999999999,0
2629.0,shadowfax,fragile items,van,express,east,stormy,58.1,9.45,9.0,3.0,yes,delayed,2,368.85,5.999999999999999,1
2630.0,delhivery,furniture,van,two day,central,hot,138.8,21.07,4.0,16.0,no,delivered,4,757.21,-12.000000000000002,3
2631.0,ecom express,fragile items,van,express,west,rainy,274.1,45.68,11.0,7.0,yes,delayed,2,1557.54,3.9999999999999996,0
2632.0,xpressbees,automobile parts,ev bike,two day,central,foggy,270.0,27.9,11.0,16.0,no,delivered,3,1433.7,-5.000000000000002,0
2633.0,ecom express,cosmetics,truck,same day,south,stormy,78.7,31.44,4.0,8.0,no,delivered,4,587.82,-4.0,1
2634.0,shadowfax,furniture,ev bike,same day,central,clear,66.9,26.12,3.0,8.0,no,delivered,4,512.86,-5.0,1
2635.0,delhivery,furniture,scooter,same day,west,cold,66.5,15.21,4.0,8.0,no,delivered,4,478.13,-4.0,1
2636.0,delhivery,fragile items,scooter,standard,north,stormy,177.1,9.03,7.0,24.0,no,delivered,5,912.59,-17.0,2
2637.0,dhl,fragile items,truck,two day,central,clear,252.0,47.68,6.0,16.0,no,delivered,4,1403.04,-10.0,2
2638.0,xpressbees,documents,bike,two day,north,foggy,73.8,20.88,5.0,16.0,no,delivered,4,431.64,-11.000000000000002,3
2639.0,blue dart,electronics,ev bike,express,central,cold,193.2,25.88,6.0,5.0,yes,delayed,2,1093.64,0.9999999999999999,0
2640.0,amazon logistics,fragile items,scooter,express,south,stormy,213.3,16.22,13.0,6.0,yes,failed,1,1165.16,7.000000000000001,0
2641.0,ekart,documents,ev van,same day,west,rainy,41.1,26.12,5.0,8.0,no,delivered,4,383.86,-3.0000000000000004,1
2642.0,fedex,automobile parts,ev van,same day,west,clear,27.7,46.91,0.0,8.0,no,delivered,4,379.23,-8.0,1
2643.0,blue dart,electronics,truck,express,north,foggy,27.5,35.99,4.0,2.0,yes,delayed,2,295.47,2.0,1
2644.0,fedex,automobile parts,scooter,express,central,hot,135.7,37.79,3.0,4.0,no,delivered,3,841.87,-1.0000000000000002,1
2645.0,fedex,cosmetics,van,two day,central,rainy,77.8,43.03,5.0,16.0,no,delivered,5,518.09,-11.000000000000002,3
2646.0,delhivery,documents,van,two day,east,hot,107.7,45.77,5.0,16.0,no,delivered,3,675.81,-11.000000000000002,3
2647.0,shadowfax,electronics,van,same day,south,stormy,292.6,38.14,12.0,8.0,yes,failed,1,1632.7206,3.9999999999999996,0
2648.0,amazon logistics,fragile items,bike,express,east,hot,97.9,36.1,2.0,3.0,no,delivered,4,647.8,-0.9999999999999999,1
2649.0,ecom express,clothing,scooter,express,west,cold,99.3,47.93,4.0,3.0,yes,failed,2,690.29,1.0000000000000002,1
2650.0,ekart,electronics,ev bike,express,north,hot,222.3,12.69,6.0,6.0,yes,delayed,2,1199.57,0.0,0
2651.0,amazon logistics,fragile items,bike,same day,north,hot,282.5,32.93,8.0,8.0,yes,delayed,2,1611.29,0.0,0
2652.0,amazon logistics,cosmetics,van,standard,west,rainy,193.9,14.98,7.0,24.0,no,delivered,5,1014.44,-17.0,2
2653.0,ecom express,clothing,ev van,same day,south,hot,231.1,11.43,6.0,8.0,no,delivered,5,1289.79,-2.0000000000000004,2
2654.0,dhl,groceries,bike,same day,central,stormy,69.2,7.52,7.0,8.0,no,delivered,5,468.56,-1.0000000000000007,1
2655.0,amazon logistics,pharmacy,ev van,standard,east,rainy,57.0,26.95,3.0,24.0,no,delivered,5,365.85,-21.0,3
2656.0,shadowfax,pharmacy,van,express,west,hot,297.1,34.22,7.0,7.0,no,delivered,5,1632.7206,0.0,2
2657.0,delhivery,groceries,van,express,south,cold,289.7,18.45,8.0,7.0,yes,delayed,2,1553.85,1.0000000000000007,0
2658.0,ekart,groceries,ev bike,two day,west,stormy,103.9,12.3,9.0,16.0,no,delivered,5,556.4,-7.000000000000002,3
2659.0,xpressbees,electronics,ev bike,two day,south,cold,241.4,27.0,4.0,16.0,no,delivered,5,1288.0,-12.000000000000002,2
2660.0,blue dart,electronics,van,two day,east,stormy,85.3,17.19,7.0,16.0,no,delivered,4,478.07,-9.000000000000002,3
2661.0,dhl,automobile parts,bike,same day,north,cold,17.1,10.41,2.0,8.0,no,delivered,5,216.73,-6.000000000000001,1
2662.0,xpressbees,documents,ev van,two day,east,foggy,208.5,8.06,6.0,16.0,no,delivered,5,1066.68,-10.0,2
2663.0,blue dart,automobile parts,bike,same day,west,clear,162.0,24.66,7.0,8.0,no,delivered,4,983.98,-1.0000000000000007,2
2664.0,fedex,electronics,ev van,express,south,stormy,16.7,20.86,3.0,2.0,yes,delayed,2,196.08,0.9999999999999999,1
2665.0,blue dart,automobile parts,van,express,north,foggy,127.6,13.83,6.0,4.0,yes,delayed,2,729.49,1.9999999999999998,1
2666.0,fedex,groceries,truck,same day,central,clear,176.2,15.66,3.0,8.0,no,delivered,5,1027.98,-5.0,1
2667.0,ekart,fragile items,ev bike,express,south,stormy,119.0,22.6,10.0,4.0,yes,delayed,2,712.8,6.0,0
2668.0,ecom express,fragile items,ev van,express,west,clear,14.0,11.66,3.0,2.0,yes,delayed,2,154.98,0.9999999999999999,1
2669.0,delhivery,groceries,bike,two day,west,stormy,281.1,22.0,11.0,16.0,no,delivered,5,1471.5,-5.000000000000002,2
2670.0,ecom express,cosmetics,ev bike,two day,south,foggy,278.5,10.74,10.0,16.0,no,delivered,4,1424.72,-6.000000000000001,2
2671.0,amazon logistics,groceries,truck,same day,south,rainy,266.1,31.03,13.0,8.0,yes,delayed,3,1523.59,5.0,0
2672.0,amazon logistics,fragile items,van,express,east,stormy,209.6,43.92,10.0,6.0,yes,failed,2,1229.76,4.0,0
2673.0,amazon logistics,automobile parts,van,express,east,foggy,271.6,25.56,11.0,7.0,yes,delayed,2,1484.68,3.9999999999999996,0
2674.0,blue dart,fragile items,ev bike,express,north,rainy,256.8,44.45,14.0,7.0,yes,delayed,2,1467.35,7.0,0
2675.0,ecom express,cosmetics,bike,express,north,clear,163.8,46.22,3.0,5.0,no,delivered,5,1007.66,-2.0,1
2676.0,shadowfax,groceries,truck,express,north,hot,154.1,24.09,3.0,5.0,no,delivered,4,892.77,-2.0,1
2677.0,ecom express,electronics,ev bike,express,south,clear,185.7,7.85,8.0,5.0,yes,failed,1,1002.05,3.0000000000000004,0
2678.0,amazon logistics,furniture,truck,express,north,cold,85.8,18.42,1.0,3.0,no,delivered,5,534.26,-1.9999999999999998,1
2679.0,shadowfax,clothing,van,same day,west,cold,36.5,9.6,4.0,8.0,no,delivered,3,311.3,-4.0,1
2680.0,dhl,furniture,truck,two day,central,clear,278.8,1.98,7.0,16.0,no,delivered,4,1399.94,-9.000000000000002,2
2681.0,blue dart,fragile items,truck,same day,west,foggy,148.0,6.32,7.0,8.0,no,delivered,5,858.96,-1.0000000000000007,2
2682.0,delhivery,clothing,ev bike,standard,south,foggy,26.6,34.26,3.0,24.0,no,delivered,4,235.78,-21.0,3
2683.0,dhl,automobile parts,ev bike,standard,south,stormy,283.7,39.92,12.0,24.0,no,delivered,5,1538.26,-12.0,2
2684.0,amazon logistics,pharmacy,ev van,same day,central,cold,242.7,32.03,9.0,8.0,yes,delayed,3,1409.59,0.999999999999999,0
2685.0,fedex,electronics,bike,two day,north,clear,194.3,17.33,5.0,16.0,no,delivered,5,1023.49,-11.000000000000002,2
2686.0,fedex,cosmetics,scooter,express,south,cold,297.1,10.03,8.0,7.0,yes,failed,1,1567.09,1.0000000000000007,0
2687.0,ekart,electronics,ev van,standard,east,stormy,246.5,19.86,11.0,24.0,no,delivered,5,1292.08,-13.0,2
2688.0,shadowfax,pharmacy,truck,standard,east,foggy,24.8,14.55,3.0,24.0,no,delivered,3,167.65,-21.0,3
2689.0,shadowfax,furniture,van,express,central,rainy,216.4,44.79,11.0,6.0,yes,delayed,2,1266.37,4.999999999999999,0
2690.0,ecom express,cosmetics,truck,two day,central,hot,36.7,41.67,2.0,16.0,no,delivered,5,308.51,-14.000000000000002,3
2691.0,xpressbees,groceries,van,two day,central,clear,232.6,5.43,6.0,16.0,no,delivered,4,1179.29,-10.0,2
2692.0,shadowfax,clothing,ev van,two day,south,rainy,81.7,31.85,9.0,16.0,no,delivered,4,504.05,-7.000000000000002,3
2693.0,ecom express,groceries,truck,express,north,cold,105.3,22.7,4.0,4.0,yes,delayed,2,644.6,0.0,1
2694.0,dhl,cosmetics,van,two day,central,hot,249.8,30.79,7.0,16.0,no,delivered,4,1341.37,-9.000000000000002,2
2695.0,ecom express,automobile parts,truck,express,north,foggy,40.3,24.53,3.0,2.0,yes,delayed,3,325.09,0.9999999999999999,1
2696.0,dhl,clothing,scooter,express,west,cold,283.2,10.16,6.0,7.0,no,delivered,3,1496.48,-0.9999999999999999,0
2697.0,blue dart,groceries,ev bike,two day,central,foggy,38.9,19.97,1.0,16.0,no,delivered,3,254.41,-15.000000000000002,3
2698.0,dhl,fragile items,scooter,two day,north,rainy,8.6,48.16,4.0,16.0,no,delivered,4,187.48,-12.000000000000002,3
2699.0,blue dart,documents,bike,express,west,clear,8.7,35.57,1.0,2.0,no,delivered,5,200.21,-1.0,1
2700.0,blue dart,documents,bike,same day,central,rainy,243.1,3.04,13.0,8.0,yes,delayed,3,1324.62,5.0,0
2701.0,amazon logistics,fragile items,bike,express,central,rainy,144.5,29.48,9.0,4.0,yes,delayed,3,860.94,4.999999999999999,0
2702.0,amazon logistics,furniture,bike,same day,south,clear,152.9,10.13,6.0,8.0,no,delivered,5,894.89,-2.0000000000000004,1
2703.0,blue dart,pharmacy,bike,standard,south,cold,250.5,35.12,9.0,24.0,no,delivered,3,1357.86,-15.000000000000002,2
2704.0,amazon logistics,furniture,scooter,standard,south,foggy,154.4,15.38,6.0,24.0,no,delivered,5,818.14,-18.0,3
2705.0,delhivery,pharmacy,ev van,two day,east,cold,287.1,44.93,9.0,16.0,no,delivered,5,1570.29,-7.000000000000002,2
2706.0,ekart,documents,bike,standard,central,rainy,3.6,8.51,3.0,24.0,no,delivered,4,95.6674,-21.0,3
2707.0,xpressbees,cosmetics,ev bike,express,central,cold,49.6,40.38,3.0,2.0,yes,delayed,2,419.14,0.9999999999999999,1
2708.0,ekart,groceries,ev van,standard,south,foggy,236.6,4.28,10.0,24.0,no,delivered,4,1195.84,-14.0,2
2709.0,xpressbees,furniture,ev bike,standard,east,rainy,274.7,21.84,8.0,24.0,no,delivered,5,1439.02,-15.999999999999998,2
2710.0,amazon logistics,clothing,van,same day,west,stormy,212.1,31.83,11.0,8.0,yes,delayed,2,1255.99,2.9999999999999987,0
2711.0,delhivery,electronics,bike,express,west,rainy,90.1,24.46,6.0,3.0,yes,delayed,2,573.88,3.0,1
2712.0,delhivery,pharmacy,van,two day,north,cold,252.3,15.13,7.0,16.0,no,delivered,5,1306.89,-9.000000000000002,2
2713.0,ecom express,clothing,truck,same day,central,rainy,66.8,12.4,6.0,8.0,no,delivered,3,471.2,-2.0000000000000004,1
2714.0,fedex,automobile parts,ev bike,same day,central,cold,132.2,49.52,5.0,8.0,no,delivered,5,909.62,-3.0000000000000004,1
2715.0,fedex,automobile parts,bike,same day,west,hot,235.5,19.37,7.0,8.0,no,delivered,3,1335.61,-1.0000000000000007,0
2716.0,fedex,documents,scooter,standard,east,foggy,121.9,27.38,4.0,24.0,no,delivered,5,691.64,-20.0,3
2717.0,dhl,documents,truck,express,west,foggy,247.6,47.16,6.0,6.0,no,delivered,4,1429.48,0.0,2
2718.0,xpressbees,furniture,ev bike,two day,north,hot,181.4,8.56,5.0,16.0,no,delivered,3,932.68,-11.000000000000002,2
2719.0,shadowfax,clothing,scooter,standard,south,clear,258.6,26.39,8.0,24.0,no,delivered,5,1372.17,-15.999999999999998,2
2720.0,blue dart,fragile items,ev bike,standard,central,stormy,71.2,41.69,6.0,24.0,no,delivered,5,481.07,-18.0,3
2721.0,shadowfax,electronics,ev bike,express,south,hot,191.0,30.91,7.0,5.0,yes,delayed,2,1097.73,1.9999999999999998,0
2722.0,xpressbees,furniture,van,two day,west,hot,199.0,16.47,7.0,16.0,no,delivered,4,1044.41,-9.000000000000002,2
2723.0,blue dart,clothing,truck,express,east,cold,124.9,42.71,4.0,4.0,no,delivered,3,802.63,0.0,1
2724.0,dhl,fragile items,van,express,west,hot,130.4,38.24,3.0,4.0,no,delivered,5,816.72,-1.0000000000000002,1
2725.0,amazon logistics,clothing,ev bike,standard,central,foggy,275.3,15.85,9.0,24.0,no,delivered,5,1424.05,-15.000000000000002,2
2726.0,shadowfax,furniture,scooter,same day,east,hot,67.2,4.93,3.0,8.0,no,delivered,5,450.79,-5.0,1
2727.0,blue dart,fragile items,scooter,express,south,rainy,29.6,31.54,7.0,2.0,yes,delayed,3,292.62,5.0,1
2728.0,delhivery,groceries,van,standard,west,clear,155.3,47.62,8.0,24.0,no,delivered,4,919.36,-15.999999999999998,2
2729.0,shadowfax,clothing,scooter,standard,south,clear,264.2,48.82,8.0,24.0,no,delivered,3,1467.46,-15.999999999999998,2
2730.0,fedex,clothing,truck,express,south,hot,293.0,42.72,9.0,7.0,yes,delayed,2,1632.7206,1.9999999999999998,0
2731.0,ecom express,pharmacy,ev van,standard,north,rainy,269.5,21.91,7.0,24.0,no,delivered,4,1413.23,-17.0,2
2732.0,fedex,clothing,van,express,east,rainy,231.6,29.66,9.0,6.0,yes,delayed,3,1296.98,2.9999999999999996,0
2733.0,ecom express,groceries,ev van,express,west,rainy,33.5,31.83,1.0,2.0,no,delivered,5,312.99,-1.0,1
2734.0,blue dart,pharmacy,van,express,south,hot,186.7,5.0,4.0,5.0,no,delivered,4,998.5,-0.9999999999999999,1
2735.0,fedex,groceries,bike,express,west,foggy,195.6,25.04,6.0,5.0,yes,delayed,3,1103.12,0.9999999999999999,0
2736.0,blue dart,fragile items,van,standard,east,cold,149.0,7.89,5.0,24.0,no,delivered,3,768.67,-18.999999999999996,3
2737.0,shadowfax,cosmetics,van,two day,south,hot,252.8,44.18,6.0,16.0,no,delivered,5,1396.54,-10.0,2
